报案号1,	报案号2,	关系
9061303202012000392,	9061303312012000040,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202012000392,	9061303202012000115,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202012000392,	9061303202012000034,	"['同三者车牌号', '同三者车架号']"
9061303202012000392,	9061303202011001128,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202012000392,	9061303262011000919,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202012000392,	9061303262008006142,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202012000392,	9061303262008005828,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262012000516,	9061303202012000390,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号', '同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262012000516,	9061303202012000276,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202012000390,	9061303202012000276,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303262012000514,	9061303202011001316,	"['同标的车牌号', '同标的车架号']"
9061303202012000335,	9061303262012000219,	"['同三者车牌号', '同三者车架号']"
9061303202012000335,	9061303202012000154,	"['同三者车牌号', '同三者车架号']"
9061303202012000335,	9061303202012000105,	"['同三者车牌号', '同三者车架号']"
9061303202012000335,	9061303202011001697,	"['同三者车牌号', '同三者车架号']"
9061303202012000335,	9061203312011000075,	"['同三者车牌号', '同三者车架号']"
9061303202012000335,	9061203202011000739,	"['同三者车牌号', '同三者车架号']"
9061303202012000335,	9061303202011001128,	"['同三者车牌号', '同三者车架号']"
9061303202012000335,	9061303262011000781,	"['同三者车牌号', '同三者车架号']"
9061303202012000335,	9061303262011000707,	"['同三者车牌号', '同三者车架号']"
9061303202012000335,	9061303262011000458,	"['同三者车牌号', '同三者车架号']"
9061303202012000335,	9061303202011000217,	"['同三者车牌号', '同三者车架号']"
9061303202012000335,	9061303262010002345,	"['同三者车牌号', '同三者车架号']"
9061303202012000335,	9061303202010001690,	"['同三者车牌号', '同三者车架号']"
9061303202012000335,	9061303262010001182,	"['同三者车牌号', '同三者车架号']"
9061303202012000335,	9061303262010000167,	"['同三者车牌号', '同三者车架号']"
9061303202012000335,	9061303262009003860,	"['同三者车牌号', '同三者车架号']"
9061303202012000335,	9061303262009003514,	"['同三者车牌号', '同三者车架号']"
9061303312012000086,	9061303202012000282,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号', '同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303312012000086,	9061303202012000276,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303312012000086,	9061303312012000040,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303312012000086,	9061303202012000115,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303312012000086,	9061303262011000919,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303312012000086,	9061303262008006142,	['同报案电话']
9061303202012000282,	9061303202012000276,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202012000282,	9061303312012000040,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202012000282,	9061303202012000115,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202012000282,	9061303262011000919,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202012000282,	9061303262008006142,	['同报案电话']
9061303202012000276,	9061303262012000179,	"['同标的车牌号', '同标的车架号']"
9061303202012000276,	9061303202011001475,	"['同标的车牌号', '同标的车架号']"
9061303202012000276,	9061303262011000913,	"['同标的车牌号', '同标的车架号']"
9061303202012000276,	9061303202010001240,	['同报案电话']
9061303202012000220,	9061303262011000919,	"['同标的车牌号', '同标的车架号']"
9061303262012000219,	9061303202012000154,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号', '同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262012000219,	9061303202012000105,	"['同三者车牌号', '同三者车架号']"
9061303262012000219,	9061303202011001697,	"['同三者车牌号', '同三者车架号']"
9061303262012000219,	9061203312011000075,	"['同三者车牌号', '同三者车架号']"
9061303262012000219,	9061203202011000739,	"['同三者车牌号', '同三者车架号']"
9061303262012000219,	9061303262011001049,	"['同标的车牌号', '同标的车架号']"
9061303262012000219,	9061303202011001212,	"['同标的车牌号', '同标的车架号']"
9061303262012000219,	9061303202011001128,	"['同三者车牌号', '同三者车架号']"
9061303262012000219,	9061303262011000781,	"['同三者车牌号', '同三者车架号']"
9061303262012000219,	9061303262011000707,	"['同三者车牌号', '同三者车架号']"
9061303262012000219,	9061303262011000458,	"['同三者车牌号', '同三者车架号']"
9061303262012000219,	9061303202011000217,	"['同三者车牌号', '同三者车架号']"
9061303262012000219,	9061303262010002345,	"['同三者车牌号', '同三者车架号']"
9061303262012000219,	9061303202010001690,	"['同三者车牌号', '同三者车架号']"
9061303262012000219,	9061303262010001182,	"['同三者车牌号', '同三者车架号']"
9061303262012000219,	9061303262010000167,	"['同三者车牌号', '同三者车架号']"
9061303262012000219,	9061303262009003860,	"['同三者车牌号', '同三者车架号']"
9061303262012000219,	9061303262009003514,	"['同三者车牌号', '同三者车架号']"
9061303202012000154,	9061303202012000105,	"['同三者车牌号', '同三者车架号']"
9061303202012000154,	9061303202011001697,	"['同三者车牌号', '同三者车架号']"
9061303202012000154,	9061203312011000075,	"['同三者车牌号', '同三者车架号']"
9061303202012000154,	9061203202011000739,	"['同三者车牌号', '同三者车架号']"
9061303202012000154,	9061303262011001049,	"['同标的车牌号', '同标的车架号']"
9061303202012000154,	9061303202011001212,	"['同标的车牌号', '同标的车架号']"
9061303202012000154,	9061303202011001128,	"['同三者车牌号', '同三者车架号']"
9061303202012000154,	9061303262011000781,	"['同三者车牌号', '同三者车架号']"
9061303202012000154,	9061303262011000707,	"['同三者车牌号', '同三者车架号']"
9061303202012000154,	9061303262011000458,	"['同三者车牌号', '同三者车架号']"
9061303202012000154,	9061303202011000217,	"['同三者车牌号', '同三者车架号']"
9061303202012000154,	9061303262010002345,	"['同三者车牌号', '同三者车架号']"
9061303202012000154,	9061303202010001690,	"['同三者车牌号', '同三者车架号']"
9061303202012000154,	9061303262010001182,	"['同三者车牌号', '同三者车架号']"
9061303202012000154,	9061303262010000167,	"['同三者车牌号', '同三者车架号']"
9061303202012000154,	9061303262009003860,	"['同三者车牌号', '同三者车架号']"
9061303202012000154,	9061303262009003514,	"['同三者车牌号', '同三者车架号']"
9061303202012000145,	9061303202012000136,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202012000145,	9061303262011000781,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202012000136,	9061303262011000781,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303262012000205,	9061303202012000034,	"['同标的车牌号', '同标的车架号']"
9061303262012000205,	9061303262011000579,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262012000205,	9061303262010002345,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262012000205,	9061303202010001690,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303312012000040,	9061303202012000115,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号', '同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303312012000040,	9061303202011001128,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303312012000040,	9061303262011000919,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303312012000040,	9061303262008006142,	"['同报案电话', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303312012000040,	9061303262008005828,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202012000115,	9061303202011001128,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202012000115,	9061303262011000919,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202012000115,	9061303262008006142,	"['同报案电话', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202012000115,	9061303262008005828,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262012000179,	9061303202011001475,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303262012000179,	9061303262011000913,	"['同标的车牌号', '同标的车架号']"
9061303202012000105,	9061303202011001697,	"['同三者车牌号', '同三者车架号']"
9061303202012000105,	9061203312011000075,	"['同三者车牌号', '同三者车架号']"
9061303202012000105,	9061203202011000739,	"['同三者车牌号', '同三者车架号']"
9061303202012000105,	9061303202011001128,	"['同三者车牌号', '同三者车架号']"
9061303202012000105,	9061303262011000781,	"['同三者车牌号', '同三者车架号']"
9061303202012000105,	9061303262011000707,	"['同三者车牌号', '同三者车架号']"
9061303202012000105,	9061303262011000458,	"['同三者车牌号', '同三者车架号']"
9061303202012000105,	9061303202011000217,	"['同三者车牌号', '同三者车架号']"
9061303202012000105,	9061303262010002345,	"['同三者车牌号', '同三者车架号']"
9061303202012000105,	9061303202010001690,	"['同三者车牌号', '同三者车架号']"
9061303202012000105,	9061303262010001182,	"['同三者车牌号', '同三者车架号']"
9061303202012000105,	9061303262010000167,	"['同三者车牌号', '同三者车架号']"
9061303202012000105,	9061303262009003860,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202012000105,	9061303262009003514,	"['同三者车牌号', '同三者车架号']"
9061303202012000034,	9061303202012000014,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202012000014,	9061303262011000913,	"['同三者车牌号', '同三者车架号']"
9061303202012000014,	9061303312011000201,	"['同标的车牌号', '同标的车架号']"
9061303202012000014,	9061303202011000970,	"['同标的车牌号', '同标的车架号']"
9061303202012000014,	9061303262011000781,	['同报案电话']
9061303202012000014,	9061303262011000590,	"['同三者车牌号', '同三者车架号']"
9061303202012000014,	9061303202011000683,	"['同三者车牌号', '同三者车架号']"
9061303202012000014,	9061303312011000112,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202012000014,	9061303202011000497,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303312011000359,	9061303202011000581,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
